Fund Name:,SPDR® S&P® Regional Banking ETF,,,,,,,,,,
Ticker Symbol:,KRE,,,,,,,,,,
Holdings:,As of 23-Jan-2025,,,,,,,,,,
,,,,,,,,,,,
Name,Ticker,Identifier,SEDOL,Weight,Sector,Shares Held,Local Currency,,,,
INTERNATIONAL BANCSHARES CRP,IBOC,459044103,2243911,0.386078,-,271937.000,USD,,,,
OFG BANCORP,OFG,67103X102,B87LKR8,0.380068,-,405789.000,USD,,,,
WESBANCO INC,WSBC,950810101,2953782,0.364802,-,504601.000,USD,,,,
FIRST FINANCIAL BANCORP,FFBC,320209109,2352806,0.362283,-,598512.000,USD,,,,
BANCFIRST CORP,BANF,05945F103,2078782,0.344955,-,131566.000,USD,,,,
SANDY SPRING BANCORP INC,SASR,800363103,2148254,0.335332,-,472027.000,USD,,,,
SEACOAST BANKING CORP/FL,SBCF,811707801,BH65L93,0.325166,-,562514.000,USD,,,,
VERITEX HOLDINGS INC,VBTX,923451108,BRCYYB7,0.322725,-,566774.000,USD,,,,
HILLTOP HOLDINGS INC,HTH,432748101,2365428,0.315406,-,505886.000,USD,,,,
TRUSTMARK CORP,TRMK,898402102,2340210,0.308534,-,407394.000,USD,,,,
TRIUMPH FINANCIAL INC,TFIN,89679E300,BS7T2S7,0.307131,-,180092.000,USD,,,,
FIRST MERCHANTS CORP,FRME,320817109,2342410,0.306301,-,353033.000,USD,,,,
N B T BANCORP INC,NBTB,628778102,2626459,0.277472,-,267806.000,USD,,,,
FIRST COMMONWEALTH FINL CORP,FCF,319829107,2351546,0.274929,-,773298.000,USD,,,,
PARK NATIONAL CORP,PRK,700658107,2673251,0.271772,-,75256.000,USD,,,,
NATIONAL BANK HOLD CL A,NBHC,633707104,B888DV3,0.271367,-,297071.000,USD,,,,
HOPE BANCORP INC,HOPE,43940T109,BYN87K7,0.266763,-,1019456.000,USD,,,,
STOCK YARDS BANCORP INC,SYBT,861025104,BLY2FB4,0.261049,-,162838.000,USD,,,,
TOWNE BANK,TOWN,89214P109,B018PR4,0.260217,-,345371.000,USD,,,,
ENTERPRISE FINANCIAL SERVICE,EFSC,293712105,2768889,0.258146,-,211986.000,USD,,,,
NORTHWEST BANCSHARES INC,NWBI,667340103,B523Z73,0.254473,-,892799.000,USD,,,,
LIVE OAK BANCSHARES INC,LOB,53803X105,BYN5Z59,0.253867,-,334733.000,USD,,,,
LAKELAND FINANCIAL CORP,LKFN,511656100,2537528,0.228649,-,158207.000,USD,,,,
FB FINANCIAL CORP,FBK,30257X104,BYY5Z69,0.227745,-,200747.000,USD,,,,
FIRST BANCORP/NC,FBNC,318910106,2351494,0.223999,-,236483.000,USD,,,,
BERKSHIRE HILLS BANCORP INC,BHLB,084680107,2606570,0.217572,-,356638.000,USD,,,,
EAGLE BANCORP INC,EGBN,268948106,2648055,0.217562,-,397954.000,USD,,,,
FIRST BUSEY CORP,BUSE,319383204,BZ1LBM5,0.208133,-,421194.000,USD,,,,
CENTRAL PACIFIC FINANCIAL CO,CPF,154760409,2230946,0.204586,-,333225.000,USD,,,,
S + T BANCORP INC,STBA,783859101,2781109,0.202451,-,251654.000,USD,,,,
DIME COMMUNITY BANCSHARES IN,DCOM,25432X102,BMFZ702,0.201301,-,300270.000,USD,,,,
BROOKLINE BANCORP INC,BRKL,11373M107,2967675,0.196416,-,761953.000,USD,,,,
AMALGAMATED FINANCIAL CORP,AMAL,022671101,BLR7B41,0.195503,-,259777.000,USD,,,,
PREFERRED BANK/LOS ANGELES,PFBC,740367404,2763602,0.184879,-,99465.000,USD,,,,
CITY HOLDING CO,CHCO,177835105,2161778,0.183712,-,71513.000,USD,,,,
QCR HOLDINGS INC,QCRH,74727A104,2714257,0.176887,-,103087.000,USD,,,,
WESTAMERICA BANCORPORATION,WABC,957090103,2950374,0.176540,-,158697.000,USD,,,,
CONNECTONE BANCORP INC,CNOB,20786W107,BNQ4YF9,0.162519,-,325326.000,USD,,,,
OCEANFIRST FINANCIAL CORP,OCFC,675234108,2125901,0.159269,-,384582.000,USD,,,,
FIRST BANCSHARES INC/MS,FBMS,318916103,2184300,0.155014,-,199001.000,USD,,,,
OLD SECOND BANCORP INC,OSBC,680277100,2658429,0.153936,-,390465.000,USD,,,,
COASTAL FINANCIAL CORP/WA,CCB,19046P209,BF7J9X0,0.149986,-,83732.000,USD,,,,
NICOLET BANKSHARES INC,NIC,65406E102,2012865,0.149075,-,62959.000,USD,,,,
CROSSFIRST BANKSHARES INC,CFB,22766M109,BK0XBX8,0.142563,-,433130.000,USD,,,,
STELLAR BANCORP INC,STEL,858927106,BQBCZY5,0.141256,-,232449.000,USD,,,,
TRICO BANCSHARES,TCBK,896095106,2904133,0.134723,-,141456.000,USD,,,,
METROPOLITAN BANK HOLDING CO,MCB,591774104,BDBRDR8,0.133652,-,101348.000,USD,,,,
1ST SOURCE CORP,SRCE,336901103,2341848,0.131151,-,105379.000,USD,,,,
BYLINE BANCORP INC,BY,124411109,BD5G2C9,0.128413,-,209525.000,USD,,,,
CAPITOL FEDERAL FINANCIAL IN,CFFN,14057J101,B3KWJV0,0.126975,-,1048476.000,USD,,,,
AMERANT BANCORP INC,AMTB,023576101,BKDSMB5,0.123295,-,242814.000,USD,,,,
HANMI FINANCIAL CORPORATION,HAFC,410495204,B6TPXR5,0.122948,-,248807.000,USD,,,,
PEOPLES BANCORP INC,PEBO,709789101,2679419,0.121802,-,172345.000,USD,,,,
PREMIER FINANCIAL CORP,PFC,74052F108,BLFBX72,0.120881,-,209823.000,USD,,,,
HINGHAM INSTITUTION FOR SVGS,HIFS,433323102,2428439,0.116933,-,21221.000,USD,,,,
HERITAGE FINANCIAL CORP,HFWA,42722X106,2619880,0.116613,-,216994.000,USD,,,,
TFS FINANCIAL CORP,TFSL,87240R107,B1W8J67,0.111897,-,411307.000,USD,,,,
SOUTHSIDE BANCSHARES INC,SBSI,84470P109,2485876,0.111527,-,162685.000,USD,,,,
FIRST FOUNDATION INC,FFWM,32026V104,BMMVY68,0.107427,-,797357.000,USD,,,,
HERITAGE COMMERCE CORP,HTBK,426927109,2503916,0.107171,-,539249.000,USD,,,,
SSI US GOV MONEY MARKET CLASS,-,924QSGII3,-,0.105210,-,4865036.320,USD,,,,
UNIVEST CORP OF PENNSYLVANIA,UVSP,915271100,2690636,0.099654,-,154324.000,USD,,,,
WASHINGTON TRUST BANCORP,WASH,940610108,2942025,0.098794,-,141303.000,USD,,,,
INDEPENDENT BANK CORP   MICH,IBCP,453838609,2492133,0.096295,-,126356.000,USD,,,,
TOMPKINS FINANCIAL CORP,TMP,890110109,2888613,0.095744,-,66556.000,USD,,,,
ORIGIN BANCORP INC,OBK,68621T102,BDFFBM9,0.089293,-,111414.000,USD,,,,
NB BANCORP INC,NBBK,63945M107,BQT2053,0.085337,-,214460.000,USD,,,,
MERCANTILE BANK CORP,MBWM,587376104,2620257,0.085174,-,82070.000,USD,,,,
CAMDEN NATIONAL CORP,CAC,133034108,2116659,0.082609,-,87956.000,USD,,,,
HORIZON BANCORP INC/IN,HBNC,440407104,2949316,0.082118,-,231115.000,USD,,,,
COMMUNITY TRUST BANCORP INC,CTBI,204149108,2706470,0.081162,-,70150.000,USD,,,,
TRUSTCO BANK CORP NY,TRST,898349204,BN0ZBP7,0.079697,-,115744.000,USD,,,,
PEAPACK GLADSTONE FINL CORP,PGC,704699107,2307732,0.074924,-,107762.000,USD,,,,
HARBORONE BANCORP INC,HONE,41165Y100,BK1KX10,0.070044,-,269910.000,USD,,,,
KEARNY FINANCIAL CORP/MD,KRNY,48716P108,BY3H7G0,0.067786,-,439007.000,USD,,,,
FLUSHING FINANCIAL CORP,FFIC,343873105,2360111,0.066321,-,211210.000,USD,,,,
MIDLAND STATES BANCORP INC,MSBI,597742105,B6VRG58,0.062389,-,115397.000,USD,,,,
NORTHFIELD BANCORP INC,NFBK,66611T108,B8NB2R6,0.061249,-,238401.000,USD,,,,
FIRST FINANCIAL CORP/INDIANA,THFF,320218100,2362515,0.056089,-,55054.000,USD,,,,
COLUMBIA FINANCIAL INC,CLBK,197641103,BFMB9P3,0.038557,-,114509.000,USD,,,,
GREAT SOUTHERN BANCORP INC,GSBC,390905107,2387002,0.037358,-,29580.000,USD,,,,
US DOLLAR,-,999USDZ92,-,0.001697,-,78483.150,USD,,,,
,,,,,,,,,,,
"Past performance is not a reliable indicator of future performance. Investment return and principal value will fluctuate, so you may have a gain or loss when shares are sold. Current performance may be higher or lower than that quoted. All results are historical and assume the reinvestment of dividends and capital gains. Visit www.ssga.com for most recent month-end performance. ",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Portfolio holdings, allocations and weightings are as of the date indicated, are subject to change and should not be considered a recommendation to buy individual securities. For most recent information visit www.ssga.com.",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Bonds generally present less short-term risk and volatility than stocks, but contain interest rate risk (as interest rates raise, bond prices usually fall); issuer default risk; issuer credit risk; liquidity risk; and inflation risk. These effects are usually pronounced for longer-term securities. Any fixed income security sold or redeemed prior to maturity may be subject to a substantial gain or loss.

International Government bonds and corporate bonds generally have more moderate short-term price fluctuations than stocks, but provide lower potential long-term returns.
Investing in high yield fixed income securities, otherwise known as ""junk bonds"", is considered speculative and involves greater risk of loss of principal and interest than investing in investment grade fixed income securities. These Lower-quality debt securities involve greater risk of default or price changes due to potential changes in the credit quality of the issuer.

Equity securities may fluctuate in value and can decline significantly in response to the activities of individual companies and general market and economic conditions.

There are risks associated with investing in Real Assets and the Real Assets sector, including real estate, precious metals and natural resources.  Investments can be significantly affected by events relating to these industries.

Investing in foreign domiciled securities may involve risk of capital loss from unfavorable fluctuation in currency values, withholding taxes, from differences in generally accepted accounting principles or from economic or political instability in other nations.  Investments in emerging or developing markets may be more volatile and less liquid than investing in developed markets and may involve exposure to economic structures that are generally less diverse and mature and to political systems which have less stability than those of more developed countries. 

The trademarks and service marks referenced herein are the property of their respective owners. Third party data providers make no warranties or representations of any kind relating to the accuracy, completeness or timeliness of the data and have no liability for damages of any kind relating to the use of such data. Investing involves risk including the risk of loss of principal.

The whole or any part of this work may not be reproduced, copied or transmitted or any of its contents disclosed to third parties without SSGA's express written consent.

ETFs trade like stocks, are subject to investment risk and will fluctuate in market value. The investment return and principal value of an investment will fluctuate in value, so that when shares are sold or redeemed, they may be worth more or less than when they were purchased.  Although shares may be bought or sold on an exchange through any brokerage account, shares are not individually redeemable from the fund.  Investors may acquire shares and tender them for redemption through the fund in large aggregations known as “creation units.”  Please see the fund’s prospectus for more details.

Investing in REITs involves certain distinct risks in addition to those risks associated with investing in the real estate industry in general. Equity REITs may be affected by changes in the value of the underlying property owned by the REITs, while mortgage REITs may be affected by the quality of credit extended. REITs are subject to heavy cash flow dependency, default by borrowers and self-liquidation. REITs, especially mortgage REITs, are also subject to interest rate risk (i.e., as interest rates rise, the value of the REIT may decline).

Multi-Cap investments include exposure to all market caps, including small and medium capitalization (“cap”) stocks that generally have a higher risk of business failure, lesser liquidity and greater volatility in market price. As a consequence, small and medium cap stocks have a greater possibility of price decline or loss as compared to large cap stocks. This may cause the Fund not to meet its investment objective. 

Concentrated investments in a particular Sector tend to be more volatile than the overall market and increases risk that events negatively affecting such sectors or industries could reduce returns, potentially causing the value of the Fund’s shares to decrease.

Technology companies, including cyber security companies, can be significantly affected by obsolescence of existing technology, limited product lines, and competition for financial resources, qualified personnel, new market entrants or impairment of patent and intellectual property rights that can adversely affect profit margins.

This communication is not intended to be an investment recommendation or investment advice and should not be relied upon as such.

The information provided does not constitute investment advice and it should not be relied on as such. It should not be considered a solicitation to buy or an offer to sell a security. It does not take into account any investor's particular investment objectives, strategies, tax status or investment horizon.  You should consult your tax and financial advisor.

The S&P 500® Index is a product of S&P Dow Jones Indices LLC or its affiliates (“S&P DJI”) and have been licensed for use by State Street Global Advisors.  S&P®, SPDR®, S&P 500®,US 500 and the 500 are trademarks of Standard & Poor’s Financial Services LLC (“S&P”); Dow Jones® is a registered trademark of Dow Jones Trademark Holdings LLC (“Dow Jones”) and has been licensed for use by S&P Dow Jones Indices; and these trademarks have been licensed for use by S&P DJI and sublicensed for certain purposes by State Street Global Advisors. The fund is not sponsored, endorsed, sold or promoted by S&P DJI, Dow Jones, S&P, their respective affiliates, and none of such parties make any representation regarding the advisability of investing in such product(s) nor do they have any liability for any errors, omissions, or interruptions of these indices.

The returns on a portfolio of securities which exclude companies that do not meet the portfolio's specified ESG criteria may trail the returns on a portfolio of securities which include such companies. A portfolio's ESG criteria may result in the portfolio investing in industry sectors or securities which underperform the market as a whole. 

If your account holds Russian securities and instruments, then as of the date of this publication, they have been fair valued.  Such fair value may be zero.  If your portfolio holds such Russian securities and instruments, then the portfolio may not be able to dispose of such securities and instruments depending on the relevant market, applicable sanctions requirements, and/or Russian capital controls or other counter measures. In such circumstances, the portfolio would continue to own and have exposure to Russian-related issuers and markets.  Please refer to your portfolio holdings report. ",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"DoubleLine® is a registered trademark of DoubleLine Capital LP.

Investing involves risk including the risk of loss of principal.

All information is from SSGA unless otherwise noted and has been obtained from sources believed to be reliable, but its accuracy is not guaranteed.  There is no representation or warranty as to the current accuracy, reliability or completeness of, nor liability for, decisions based on such information and it should not be relied on as such. ",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Distributor: State Street Global Advisors Funds Distributors, LLC, member FINRA(http://www.finra.org), SIPC(http://www.sipc.org), an indirect wholly owned subsidiary of State Street Corporation. References to State Street may include State Street Corporation and its affiliates. Certain State Street affiliates provide services and receive fees from the SPDR ETFs. ALPS Distributors, Inc., member FINRA, is the distributor for DIA, MDY and SPY, all unit investment trusts. ALPS Portfolio Solutions Distributor, Inc., member FINRA, is the distributor for Select Sector SPDRs. ALPS Distributors, Inc. and ALPS Portfolio Solutions Distributor, Inc. are not affiliated with State Street Global Advisors Funds Distributors, LLC.

State Street Global Advisors Funds Distributors, LLC is the distributor for some registered products on behalf of the adviser. SSGA Funds Management has retained Blackstone Liquid Credit Strategies LLC, Nuveen Asset Management, DoubleLine Capital LP, Loomis Sayles and Galaxy Digital Capital Management LP as the sub-adviser. State Street Global Advisors Funds Distributors, LLC is not affiliated with Blackstone Liquid Credit Strategies LLC DoubleLine Capital LP, Nuveen Asset Management, Loomis Sayles or Galaxy Digital Capital Management LP.",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Before investing, consider the funds’ investment objectives, risks, charges and expenses. To obtain a prospectus or summary prospectus, this contains this and other information, call 1-866-787-2257 or visit www.ssga.com. Read it carefully.

Not FDIC Insured * No Bank Guarantee * May Lose Value

© 2024 State Street Corporation - All Rights Reserved.
State Street Global Advisors Funds Distributors, LLC, One Iron Street, Boston, MA 02210

4503082.6.4.AM.RTL
Expiration: 01/31/2025
SPD003614",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
